Instituto Nacional de Estadística y Geografía,,,,,,,
INEGI. Censos Económicos 2004. Resultados definitivos,,,,,,,
Fecha de consulta: 25/08/2021 03:43:30 p. m.,,,,,,,
,,,,,,,
Entidad,Municipio,Actividad Económica,UE UNIDADES ECONÓMICAS,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,321    Industria de la madera                                                                                                                                                                                  ,      7 ,138,130,8,
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,323    Impresión e industrias conexas                                                                                                                                                                          ,      * ,1,1,0,
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,17,15,2,
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,332    Fabricación de productos metálicos                                                                                                                                                                      ,      9 ,16,14,2,
30 Veracruz de Ignacio de la Llave,132 Las Vigas de Ramírez,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,8,8,0,
20 Oaxaca,132 San Dionisio Ocotlán,311    Industria alimentaria                                                                                                                                                                                   ,      * ,6,1,5,
20 Oaxaca,132 San Dionisio Ocotlán,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,1,1,0,
20 Oaxaca,132 San Dionisio Ocotlán,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,2,2,0,
21 Puebla,132 San Martín Texmelucan,311    Industria alimentaria                                                                                                                                                                                   ,    250 ,830,523,307,
21 Puebla,132 San Martín Texmelucan,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,137,78,59,
21 Puebla,132 San Martín Texmelucan,313    Fabricación de insumos textiles                                                                                                                                                                         ,      6 ,1726,1606,120,
21 Puebla,132 San Martín Texmelucan,314    Confección de productos textiles excepto prendas de vestir                                                                                                                                             ,      * ,35,22,13,
21 Puebla,132 San Martín Texmelucan,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     76 ,617,287,330,
21 Puebla,132 San Martín Texmelucan,321    Industria de la madera                                                                                                                                                                                  ,     35 ,143,126,17,
21 Puebla,132 San Martín Texmelucan,322    Industria del papel                                                                                                                                                                                     ,      * ,183,163,20,
21 Puebla,132 San Martín Texmelucan,323    Impresión e industrias conexas                                                                                                                                                                          ,     15 ,42,31,11,
21 Puebla,132 San Martín Texmelucan,325    Industria química                                                                                                                                                                                       ,      * ,1594,1399,195,
21 Puebla,132 San Martín Texmelucan,326    Industria del plástico y del hule                                                                                                                                                                       ,      * ,73,64,9,
21 Puebla,132 San Martín Texmelucan,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,     19 ,136,116,20,
21 Puebla,132 San Martín Texmelucan,332    Fabricación de productos metálicos                                                                                                                                                                      ,    116 ,240,222,18,
21 Puebla,132 San Martín Texmelucan,333    Fabricación de maquinaria y equipo                                                                                                                                                                      ,      * ,8,8,0,
21 Puebla,132 San Martín Texmelucan,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,1575,1407,168,
21 Puebla,132 San Martín Texmelucan,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,     16 ,93,60,33,
21 Puebla,132 San Martín Texmelucan,339    Otras industrias manufactureras                                                                                                                                                                         ,     11 ,29,19,10,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,311    Industria alimentaria                                                                                                                                                                                   ,     48 ,188,76,112,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      4 ,38,34,4,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,1,1,0,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,321    Industria de la madera                                                                                                                                                                                  ,      4 ,8,8,0,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,322    Industria del papel                                                                                                                                                                                     ,      * ,2,1,1,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      5 ,25,23,2,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,332    Fabricación de productos metálicos                                                                                                                                                                      ,     15 ,183,168,15,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,333    Fabricación de maquinaria y equipo                                                                                                                                                                      ,      * ,3,3,0,
30 Veracruz de Ignacio de la Llave,133 Pueblo Viejo,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,6,6,0,
20 Oaxaca,133 San Esteban Atatlahuca,311    Industria alimentaria                                                                                                                                                                                   ,      * ,2,1,1,
20 Oaxaca,133 San Esteban Atatlahuca,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,1,1,0,
21 Puebla,133 San Martín Totoltepec,311    Industria alimentaria                                                                                                                                                                                   ,      * ,5,2,3,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,311    Industria alimentaria                                                                                                                                                                                   ,      * ,10,3,7,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,6,0,6,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,322    Industria del papel                                                                                                                                                                                     ,      * ,1,0,1,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,27,25,2,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,5,5,0,
30 Veracruz de Ignacio de la Llave,134 Puente Nacional,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,3,3,0,
20 Oaxaca,134 San Felipe Jalapa de Díaz,311    Industria alimentaria                                                                                                                                                                                   ,     10 ,28,25,3,
20 Oaxaca,134 San Felipe Jalapa de Díaz,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,5,5,0,
20 Oaxaca,134 San Felipe Jalapa de Díaz,321    Industria de la madera                                                                                                                                                                                  ,      * ,7,7,0,
20 Oaxaca,134 San Felipe Jalapa de Díaz,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,7,6,1,
20 Oaxaca,134 San Felipe Jalapa de Díaz,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,6,4,2,
20 Oaxaca,134 San Felipe Jalapa de Díaz,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,3,3,0,
20 Oaxaca,134 San Felipe Jalapa de Díaz,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,1,1,0,
21 Puebla,134 San Matías Tlalancaleca,311    Industria alimentaria                                                                                                                                                                                   ,     17 ,32,16,16,
21 Puebla,134 San Matías Tlalancaleca,313    Fabricación de insumos textiles                                                                                                                                                                         ,      * ,11,8,3,
21 Puebla,134 San Matías Tlalancaleca,314    Confección de productos textiles excepto prendas de vestir                                                                                                                                             ,      * ,3,3,0,
21 Puebla,134 San Matías Tlalancaleca,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,7,3,4,
21 Puebla,134 San Matías Tlalancaleca,321    Industria de la madera                                                                                                                                                                                  ,      * ,2,2,0,
21 Puebla,134 San Matías Tlalancaleca,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,14,12,2,
21 Puebla,134 San Matías Tlalancaleca,332    Fabricación de productos metálicos                                                                                                                                                                      ,      9 ,14,13,1,
30 Veracruz de Ignacio de la Llave,135 Rafael Delgado,311    Industria alimentaria                                                                                                                                                                                   ,     14 ,25,21,4,
30 Veracruz de Ignacio de la Llave,135 Rafael Delgado,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,3,3,0,
30 Veracruz de Ignacio de la Llave,135 Rafael Delgado,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,10,10,0,
30 Veracruz de Ignacio de la Llave,135 Rafael Delgado,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,2,2,0,
20 Oaxaca,135 San Felipe Tejalápam,311    Industria alimentaria                                                                                                                                                                                   ,      * ,105,1,104,
20 Oaxaca,135 San Felipe Tejalápam,321    Industria de la madera                                                                                                                                                                                  ,      * ,1,1,0,
21 Puebla,135 San Miguel Ixitlán,311    Industria alimentaria                                                                                                                                                                                   ,      * ,4,1,3,
21 Puebla,135 San Miguel Ixitlán,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     83 ,174,74,100,
21 Puebla,135 San Miguel Ixitlán,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,2,2,0,
30 Veracruz de Ignacio de la Llave,136 Rafael Lucio,311    Industria alimentaria                                                                                                                                                                                   ,      9 ,24,14,10,
30 Veracruz de Ignacio de la Llave,136 Rafael Lucio,321    Industria de la madera                                                                                                                                                                                  ,      * ,4,4,0,
30 Veracruz de Ignacio de la Llave,136 Rafael Lucio,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,6,6,0,
30 Veracruz de Ignacio de la Llave,136 Rafael Lucio,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      5 ,16,15,1,
20 Oaxaca,136 San Felipe Usila,311    Industria alimentaria                                                                                                                                                                                   ,      * ,18,9,9,
20 Oaxaca,136 San Felipe Usila,321    Industria de la madera                                                                                                                                                                                  ,      6 ,8,8,0,
20 Oaxaca,136 San Felipe Usila,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,5,5,0,
21 Puebla,136 San Miguel Xoxtla,311    Industria alimentaria                                                                                                                                                                                   ,     18 ,34,15,19,
21 Puebla,136 San Miguel Xoxtla,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,1,0,1,
21 Puebla,136 San Miguel Xoxtla,313    Fabricación de insumos textiles                                                                                                                                                                         ,      * ,2,1,1,
21 Puebla,136 San Miguel Xoxtla,314    Confección de productos textiles excepto prendas de vestir                                                                                                                                             ,      * ,29,19,10,
21 Puebla,136 San Miguel Xoxtla,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     15 ,44,16,28,
21 Puebla,136 San Miguel Xoxtla,325    Industria química                                                                                                                                                                                       ,      * ,31,29,2,
21 Puebla,136 San Miguel Xoxtla,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,1,1,0,
21 Puebla,136 San Miguel Xoxtla,331    Industrias metálicas básicas                                                                                                                                                                            ,      * ,640,635,5,
21 Puebla,136 San Miguel Xoxtla,332    Fabricación de productos metálicos                                                                                                                                                                      ,      4 ,6,6,0,
21 Puebla,136 San Miguel Xoxtla,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,377,344,33,
21 Puebla,136 San Miguel Xoxtla,339    Otras industrias manufactureras                                                                                                                                                                         ,      * ,1,1,0,
30 Veracruz de Ignacio de la Llave,137 Los Reyes,311    Industria alimentaria                                                                                                                                                                                   ,      * ,4,3,1,
20 Oaxaca,137 San Francisco Cahuacuá,311    Industria alimentaria                                                                                                                                                                                   ,      * ,6,0,6,
21 Puebla,137 San Nicolás Buenos Aires,311    Industria alimentaria                                                                                                                                                                                   ,      8 ,12,3,9,
21 Puebla,137 San Nicolás Buenos Aires,321    Industria de la madera                                                                                                                                                                                  ,      * ,1,1,0,
21 Puebla,137 San Nicolás Buenos Aires,325    Industria química                                                                                                                                                                                       ,      * ,2,2,0,
21 Puebla,137 San Nicolás Buenos Aires,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,9,9,0,
21 Puebla,137 San Nicolás Buenos Aires,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,2,2,0,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,311    Industria alimentaria                                                                                                                                                                                   ,     76 ,173,76,97,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,13,13,0,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     11 ,12,10,2,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,316    Fabricación de productos de cuero piel y materiales sucedáneos excepto prendas de vestir                                                                                                              ,      * ,23,18,5,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,321    Industria de la madera                                                                                                                                                                                  ,      * ,20,15,5,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,322    Industria del papel                                                                                                                                                                                     ,      * ,16,9,7,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,323    Impresión e industrias conexas                                                                                                                                                                          ,      8 ,88,60,28,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,325    Industria química                                                                                                                                                                                       ,      * ,2,1,1,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,23,21,2,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,331    Industrias metálicas básicas                                                                                                                                                                            ,      * ,24,17,7,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,332    Fabricación de productos metálicos                                                                                                                                                                      ,     40 ,63,61,2,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,333    Fabricación de maquinaria y equipo                                                                                                                                                                      ,      * ,3,3,0,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,335    Fabricación de equipo de generación eléctrica y aparatos y accesorios eléctricos                                                                                                                        ,      * ,8,7,1,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,4,4,0,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,13,13,0,
30 Veracruz de Ignacio de la Llave,138 Río Blanco,339    Otras industrias manufactureras                                                                                                                                                                         ,      * ,3,1,2,
20 Oaxaca,138 San Francisco Cajonos,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,2,1,1,
21 Puebla,138 San Nicolás de los Ranchos,311    Industria alimentaria                                                                                                                                                                                   ,     19 ,40,12,28,
21 Puebla,138 San Nicolás de los Ranchos,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,1,1,0,
21 Puebla,138 San Nicolás de los Ranchos,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,7,7,0,
30 Veracruz de Ignacio de la Llave,139 Saltabarranca,311    Industria alimentaria                                                                                                                                                                                   ,      * ,9,3,6,
30 Veracruz de Ignacio de la Llave,139 Saltabarranca,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,1,1,0,
30 Veracruz de Ignacio de la Llave,139 Saltabarranca,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,      * ,6,6,0,
20 Oaxaca,139 San Francisco Chapulapa,311    Industria alimentaria                                                                                                                                                                                   ,      * ,1,0,1,
21 Puebla,139 San Pablo Anicano,311    Industria alimentaria                                                                                                                                                                                   ,     10 ,18,8,10,
21 Puebla,139 San Pablo Anicano,322    Industria del papel                                                                                                                                                                                     ,      * ,1,0,1,
21 Puebla,139 San Pablo Anicano,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,8,4,4,
21 Puebla,139 San Pablo Anicano,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,4,3,1,
30 Veracruz de Ignacio de la Llave,140 San Andrés Tenejapan,311    Industria alimentaria                                                                                                                                                                                   ,      * ,10,7,3,
21 Puebla,140 San Pedro Cholula,311    Industria alimentaria                                                                                                                                                                                   ,    195 ,638,324,314,
21 Puebla,140 San Pedro Cholula,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      7 ,125,81,44,
21 Puebla,140 San Pedro Cholula,313    Fabricación de insumos textiles                                                                                                                                                                         ,     14 ,497,451,46,
21 Puebla,140 San Pedro Cholula,314    Confección de productos textiles excepto prendas de vestir                                                                                                                                             ,      7 ,338,206,132,
21 Puebla,140 San Pedro Cholula,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     22 ,437,171,266,
21 Puebla,140 San Pedro Cholula,316    Fabricación de productos de cuero piel y materiales sucedáneos excepto prendas de vestir                                                                                                              ,      * ,10,5,5,
21 Puebla,140 San Pedro Cholula,321    Industria de la madera                                                                                                                                                                                  ,     32 ,89,77,12,
21 Puebla,140 San Pedro Cholula,322    Industria del papel                                                                                                                                                                                     ,      * ,180,125,55,
21 Puebla,140 San Pedro Cholula,323    Impresión e industrias conexas                                                                                                                                                                          ,     17 ,33,26,7,
21 Puebla,140 San Pedro Cholula,325    Industria química                                                                                                                                                                                       ,      8 ,30,24,6,
21 Puebla,140 San Pedro Cholula,326    Industria del plástico y del hule                                                                                                                                                                       ,      * ,27,8,19,
21 Puebla,140 San Pedro Cholula,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,   1309 ,4384,2760,1624,
21 Puebla,140 San Pedro Cholula,331    Industrias metálicas básicas                                                                                                                                                                            ,      * ,146,139,7,
21 Puebla,140 San Pedro Cholula,332    Fabricación de productos metálicos                                                                                                                                                                      ,    108 ,405,365,40,
21 Puebla,140 San Pedro Cholula,333    Fabricación de maquinaria y equipo                                                                                                                                                                      ,      * ,53,46,7,
21 Puebla,140 San Pedro Cholula,335    Fabricación de equipo de generación eléctrica y aparatos y accesorios eléctricos                                                                                                                        ,      * ,51,43,8,
21 Puebla,140 San Pedro Cholula,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,63,56,7,
21 Puebla,140 San Pedro Cholula,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,     41 ,536,394,142,
21 Puebla,140 San Pedro Cholula,339    Otras industrias manufactureras                                                                                                                                                                         ,      * ,317,161,156,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,311    Industria alimentaria                                                                                                                                                                                   ,    135 ,369,199,170,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,     22 ,1113,781,332,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,314    Confección de productos textiles excepto prendas de vestir                                                                                                                                             ,      * ,11,8,3,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,315    Fabricación de prendas de vestir                                                                                                                                                                        ,     14 ,369,132,237,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,321    Industria de la madera                                                                                                                                                                                  ,     13 ,29,26,3,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,323    Impresión e industrias conexas                                                                                                                                                                          ,     14 ,87,61,26,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,325    Industria química                                                                                                                                                                                       ,      * ,2,2,0,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,326    Industria del plástico y del hule                                                                                                                                                                       ,      * ,33,32,1,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      8 ,34,28,6,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,332    Fabricación de productos metálicos                                                                                                                                                                      ,     42 ,75,75,0,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,336    Fabricación de equipo de transporte                                                                                                                                                                     ,      * ,8,7,1,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,     21 ,42,41,1,
30 Veracruz de Ignacio de la Llave,141 San Andrés Tuxtla,339    Otras industrias manufactureras                                                                                                                                                                         ,      * ,10,10,0,
20 Oaxaca,141 San Francisco del Mar,311    Industria alimentaria                                                                                                                                                                                   ,      8 ,14,7,7,
20 Oaxaca,141 San Francisco del Mar,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,2,2,0,
20 Oaxaca,141 San Francisco del Mar,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,2,1,1,
20 Oaxaca,141 San Francisco del Mar,321    Industria de la madera                                                                                                                                                                                  ,      * ,1,1,0,
20 Oaxaca,141 San Francisco del Mar,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,4,4,0,
21 Puebla,141 San Pedro Yeloixtlahuaca,311    Industria alimentaria                                                                                                                                                                                   ,      * ,8,3,5,
21 Puebla,141 San Pedro Yeloixtlahuaca,315    Fabricación de prendas de vestir                                                                                                                                                                        ,      * ,8,2,6,
21 Puebla,141 San Pedro Yeloixtlahuaca,321    Industria de la madera                                                                                                                                                                                  ,      * ,1,1,0,
21 Puebla,141 San Pedro Yeloixtlahuaca,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,10,8,2,
21 Puebla,141 San Pedro Yeloixtlahuaca,332    Fabricación de productos metálicos                                                                                                                                                                      ,      * ,5,5,0,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,311    Industria alimentaria                                                                                                                                                                                   ,     23 ,61,45,16,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,312    Industria de las bebidas y del tabaco                                                                                                                                                                   ,      * ,13,12,1,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,321    Industria de la madera                                                                                                                                                                                  ,      4 ,11,11,0,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,327    Fabricación de productos a base de minerales no metálicos                                                                                                                                               ,      * ,4,4,0,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,332    Fabricación de productos metálicos                                                                                                                                                                      ,     13 ,17,17,0,
30 Veracruz de Ignacio de la Llave,142 San Juan Evangelista,337    Fabricación de muebles y productos relacionados                                                                                                                                                         ,     11 ,14,14,0,
