Instituto Nacional de Estadística y Geografía,,,,,,,
INEGI. Censos Económicos 2014. Resultados definitivos,,,,,,,
Fecha de consulta: 26/08/2021 05:04:19 a. m.,,,,,,,
,,,,,,,
Año Censal,Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
2014,04 Campeche,003 Carmen,327 Fabricación de productos a base de minerales no metálicos,84,73,11,
2014,04 Campeche,003 Carmen,332 Fabricación de productos metálicos,567,520,47,
2014,04 Campeche,003 Carmen,333 Fabricación de maquinaria y equipo,5,2,3,
2014,04 Campeche,003 Carmen,336 Fabricación de equipo de transporte,14,14,0,
2014,04 Campeche,003 Carmen,337 Fabricación de muebles colchones y persianas,99,94,5,
2014,04 Campeche,003 Carmen,339 Otras industrias manufactureras,81,11,70,
2014,04 Campeche,004 Champotón,311 Industria alimentaria,923,741,182,
2014,04 Campeche,004 Champotón,312 Industria de las bebidas y del tabaco,72,60,12,
2014,04 Campeche,004 Champotón,314 Fabricación de productos textiles excepto prendas de vestir,8,3,5,
2014,04 Campeche,004 Champotón,315 Fabricación de prendas de vestir,1047,529,518,
2014,04 Campeche,004 Champotón,31C  Subsectores agrupados por el principio de confidencialidad,14,6,8,
2014,04 Campeche,004 Champotón,321 Industria de la madera,13,12,1,
2014,04 Campeche,004 Champotón,323 Impresión e industrias conexas,11,7,4,
2014,04 Campeche,004 Champotón,332 Fabricación de productos metálicos,59,52,7,
2014,04 Campeche,004 Champotón,337 Fabricación de muebles colchones y persianas,21,21,0,
2014,04 Campeche,005 Hecelchakán,311 Industria alimentaria,139,66,73,
2014,04 Campeche,005 Hecelchakán,314 Fabricación de productos textiles excepto prendas de vestir,26,1,25,
2014,04 Campeche,005 Hecelchakán,315 Fabricación de prendas de vestir,210,94,116,
2014,04 Campeche,005 Hecelchakán,31C  Subsectores agrupados por el principio de confidencialidad,21,14,7,
2014,04 Campeche,005 Hecelchakán,321 Industria de la madera,12,11,1,
2014,04 Campeche,005 Hecelchakán,332 Fabricación de productos metálicos,16,14,2,
2014,04 Campeche,005 Hecelchakán,337 Fabricación de muebles colchones y persianas,8,8,0,
2014,04 Campeche,006 Hopelchén,311 Industria alimentaria,114,60,54,
2014,04 Campeche,006 Hopelchén,314 Fabricación de productos textiles excepto prendas de vestir,5,1,4,
2014,04 Campeche,006 Hopelchén,315 Fabricación de prendas de vestir,11,7,4,
2014,04 Campeche,006 Hopelchén,31C  Subsectores agrupados por el principio de confidencialidad,23,18,5,
2014,04 Campeche,006 Hopelchén,321 Industria de la madera,9,9,0,
2014,04 Campeche,006 Hopelchén,332 Fabricación de productos metálicos,14,11,3,
2014,04 Campeche,007 Palizada,311 Industria alimentaria,32,20,12,
2014,04 Campeche,007 Palizada,31C  Subsectores agrupados por el principio de confidencialidad,9,7,2,
2014,04 Campeche,007 Palizada,321 Industria de la madera,3,3,0,
2014,04 Campeche,007 Palizada,337 Fabricación de muebles colchones y persianas,4,4,0,
2014,04 Campeche,008 Tenabo,311 Industria alimentaria,109,50,59,
2014,04 Campeche,008 Tenabo,312 Industria de las bebidas y del tabaco,13,13,0,
2014,04 Campeche,008 Tenabo,314 Fabricación de productos textiles excepto prendas de vestir,28,4,24,
2014,04 Campeche,008 Tenabo,315 Fabricación de prendas de vestir,666,467,199,
2014,04 Campeche,008 Tenabo,31C  Subsectores agrupados por el principio de confidencialidad,10,5,5,
2014,04 Campeche,008 Tenabo,321 Industria de la madera,11,11,0,
2014,04 Campeche,008 Tenabo,332 Fabricación de productos metálicos,8,7,1,
2014,04 Campeche,009 Escárcega,311 Industria alimentaria,263,166,97,
2014,04 Campeche,009 Escárcega,312 Industria de las bebidas y del tabaco,53,31,22,
2014,04 Campeche,009 Escárcega,315 Fabricación de prendas de vestir,39,14,25,
2014,04 Campeche,009 Escárcega,31C  Subsectores agrupados por el principio de confidencialidad,7,4,3,
2014,04 Campeche,009 Escárcega,321 Industria de la madera,168,104,64,
2014,04 Campeche,009 Escárcega,322 Industria del papel,7,2,5,
2014,04 Campeche,009 Escárcega,323 Impresión e industrias conexas,9,8,1,
2014,04 Campeche,009 Escárcega,327 Fabricación de productos a base de minerales no metálicos,16,15,1,
2014,04 Campeche,009 Escárcega,332 Fabricación de productos metálicos,67,64,3,
2014,04 Campeche,009 Escárcega,337 Fabricación de muebles colchones y persianas,42,36,6,
2014,04 Campeche,009 Escárcega,339 Otras industrias manufactureras,4,1,3,
2014,04 Campeche,010 Calakmul,311 Industria alimentaria,54,35,19,
2014,04 Campeche,010 Calakmul,31C  Subsectores agrupados por el principio de confidencialidad,11,11,0,
2014,04 Campeche,010 Calakmul,332 Fabricación de productos metálicos,15,13,2,
2014,04 Campeche,011 Candelaria,311 Industria alimentaria,72,40,32,
2014,04 Campeche,011 Candelaria,312 Industria de las bebidas y del tabaco,21,15,6,
2014,04 Campeche,011 Candelaria,315 Fabricación de prendas de vestir,13,6,7,
2014,04 Campeche,011 Candelaria,31C  Subsectores agrupados por el principio de confidencialidad,7,5,2,
2014,04 Campeche,011 Candelaria,321 Industria de la madera,8,8,0,
2014,04 Campeche,011 Candelaria,332 Fabricación de productos metálicos,19,15,4,
2014,04 Campeche,011 Candelaria,337 Fabricación de muebles colchones y persianas,14,12,2,
2014,05 Coahuila de Zaragoza,001 Abasolo,31C  Subsectores agrupados por el principio de confidencialidad,6,0,6,
2014,05 Coahuila de Zaragoza,002 Acuña,311 Industria alimentaria,256,155,101,
2014,05 Coahuila de Zaragoza,002 Acuña,312 Industria de las bebidas y del tabaco,62,54,8,
2014,05 Coahuila de Zaragoza,002 Acuña,314 Fabricación de productos textiles excepto prendas de vestir,10,5,5,
2014,05 Coahuila de Zaragoza,002 Acuña,315 Fabricación de prendas de vestir,847,519,328,
2014,05 Coahuila de Zaragoza,002 Acuña,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,549,139,410,
2014,05 Coahuila de Zaragoza,002 Acuña,31C  Subsectores agrupados por el principio de confidencialidad,1167,1063,104,
2014,05 Coahuila de Zaragoza,002 Acuña,321 Industria de la madera,33,29,4,
2014,05 Coahuila de Zaragoza,002 Acuña,322 Industria del papel,194,131,63,
2014,05 Coahuila de Zaragoza,002 Acuña,323 Impresión e industrias conexas,46,30,16,
2014,05 Coahuila de Zaragoza,002 Acuña,327 Fabricación de productos a base de minerales no metálicos,72,66,6,
2014,05 Coahuila de Zaragoza,002 Acuña,332 Fabricación de productos metálicos,1475,1254,221,
2014,05 Coahuila de Zaragoza,002 Acuña,334 Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos,1294,705,589,
2014,05 Coahuila de Zaragoza,002 Acuña,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,2248,1327,921,
2014,05 Coahuila de Zaragoza,002 Acuña,336 Fabricación de equipo de transporte,28310,19314,8996,
2014,05 Coahuila de Zaragoza,002 Acuña,337 Fabricación de muebles colchones y persianas,387,308,79,
2014,05 Coahuila de Zaragoza,002 Acuña,339 Otras industrias manufactureras,1553,864,689,
2014,05 Coahuila de Zaragoza,003 Allende,311 Industria alimentaria,89,56,33,
2014,05 Coahuila de Zaragoza,003 Allende,315 Fabricación de prendas de vestir,498,276,222,
2014,05 Coahuila de Zaragoza,003 Allende,31C  Subsectores agrupados por el principio de confidencialidad,5,2,3,
2014,05 Coahuila de Zaragoza,003 Allende,323 Impresión e industrias conexas,7,4,3,
2014,05 Coahuila de Zaragoza,003 Allende,327 Fabricación de productos a base de minerales no metálicos,5,5,0,
2014,05 Coahuila de Zaragoza,003 Allende,332 Fabricación de productos metálicos,18,18,0,
2014,05 Coahuila de Zaragoza,003 Allende,337 Fabricación de muebles colchones y persianas,5,5,0,
2014,05 Coahuila de Zaragoza,004 Arteaga,311 Industria alimentaria,62,30,32,
2014,05 Coahuila de Zaragoza,004 Arteaga,312 Industria de las bebidas y del tabaco,40,38,2,
2014,05 Coahuila de Zaragoza,004 Arteaga,31C  Subsectores agrupados por el principio de confidencialidad,127,100,27,
2014,05 Coahuila de Zaragoza,004 Arteaga,321 Industria de la madera,8,8,0,
2014,05 Coahuila de Zaragoza,004 Arteaga,326 Industria del plástico y del hule,1475,792,683,
2014,05 Coahuila de Zaragoza,004 Arteaga,332 Fabricación de productos metálicos,287,230,57,
2014,05 Coahuila de Zaragoza,004 Arteaga,336 Fabricación de equipo de transporte,767,650,117,
2014,05 Coahuila de Zaragoza,006 Castaños,311 Industria alimentaria,72,26,46,
2014,05 Coahuila de Zaragoza,006 Castaños,312 Industria de las bebidas y del tabaco,15,13,2,
2014,05 Coahuila de Zaragoza,006 Castaños,315 Fabricación de prendas de vestir,5,1,4,
2014,05 Coahuila de Zaragoza,006 Castaños,31C  Subsectores agrupados por el principio de confidencialidad,1584,1465,119,
2014,05 Coahuila de Zaragoza,006 Castaños,321 Industria de la madera,5,4,1,
2014,05 Coahuila de Zaragoza,006 Castaños,327 Fabricación de productos a base de minerales no metálicos,16,15,1,
2014,05 Coahuila de Zaragoza,006 Castaños,332 Fabricación de productos metálicos,512,488,24,
2014,05 Coahuila de Zaragoza,006 Castaños,337 Fabricación de muebles colchones y persianas,4,4,0,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,311 Industria alimentaria,65,16,49,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,312 Industria de las bebidas y del tabaco,14,13,1,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,315 Fabricación de prendas de vestir,8,6,2,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,31C  Subsectores agrupados por el principio de confidencialidad,174,146,28,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,321 Industria de la madera,4,4,0,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,327 Fabricación de productos a base de minerales no metálicos,11,11,0,
2014,05 Coahuila de Zaragoza,007 Cuatro Ciénegas,332 Fabricación de productos metálicos,17,15,2,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,311 Industria alimentaria,265,158,107,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,312 Industria de las bebidas y del tabaco,34,26,8,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,315 Fabricación de prendas de vestir,145,74,71,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,31C  Subsectores agrupados por el principio de confidencialidad,39,36,3,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,321 Industria de la madera,9,9,0,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,323 Impresión e industrias conexas,9,6,3,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,332 Fabricación de productos metálicos,59,56,3,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,336 Fabricación de equipo de transporte,2767,1146,1621,
2014,05 Coahuila de Zaragoza,009 Francisco I. Madero,337 Fabricación de muebles colchones y persianas,10,10,0,
2014,05 Coahuila de Zaragoza,010 Frontera,311 Industria alimentaria,246,83,163,
2014,05 Coahuila de Zaragoza,010 Frontera,312 Industria de las bebidas y del tabaco,200,146,54,
2014,05 Coahuila de Zaragoza,010 Frontera,315 Fabricación de prendas de vestir,23,15,8,
2014,05 Coahuila de Zaragoza,010 Frontera,31C  Subsectores agrupados por el principio de confidencialidad,295,197,98,
2014,05 Coahuila de Zaragoza,010 Frontera,321 Industria de la madera,13,10,3,
2014,05 Coahuila de Zaragoza,010 Frontera,322 Industria del papel,43,18,25,
2014,05 Coahuila de Zaragoza,010 Frontera,323 Impresión e industrias conexas,9,7,2,
2014,05 Coahuila de Zaragoza,010 Frontera,327 Fabricación de productos a base de minerales no metálicos,41,35,6,
2014,05 Coahuila de Zaragoza,010 Frontera,331 Industrias metálicas básicas,461,362,99,
2014,05 Coahuila de Zaragoza,010 Frontera,332 Fabricación de productos metálicos,1739,1642,97,
2014,05 Coahuila de Zaragoza,010 Frontera,333 Fabricación de maquinaria y equipo,1765,1631,134,
2014,05 Coahuila de Zaragoza,010 Frontera,336 Fabricación de equipo de transporte,11978,8387,3591,
2014,05 Coahuila de Zaragoza,010 Frontera,337 Fabricación de muebles colchones y persianas,786,374,412,
2014,05 Coahuila de Zaragoza,011 General Cepeda,311 Industria alimentaria,34,14,20,
2014,05 Coahuila de Zaragoza,011 General Cepeda,31C  Subsectores agrupados por el principio de confidencialidad,16,9,7,
2014,05 Coahuila de Zaragoza,011 General Cepeda,332 Fabricación de productos metálicos,5,5,0,
2014,05 Coahuila de Zaragoza,012 Guerrero,31C  Subsectores agrupados por el principio de confidencialidad,9,4,5,
2014,05 Coahuila de Zaragoza,014 Jiménez,311 Industria alimentaria,14,7,7,
2014,05 Coahuila de Zaragoza,014 Jiménez,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,115,42,73,
2014,05 Coahuila de Zaragoza,014 Jiménez,31C  Subsectores agrupados por el principio de confidencialidad,8,7,1,
2014,05 Coahuila de Zaragoza,016 Lamadrid,31C  Subsectores agrupados por el principio de confidencialidad,37,23,14,
2014,05 Coahuila de Zaragoza,017 Matamoros,311 Industria alimentaria,302,161,141,
2014,05 Coahuila de Zaragoza,017 Matamoros,312 Industria de las bebidas y del tabaco,54,49,5,
2014,05 Coahuila de Zaragoza,017 Matamoros,315 Fabricación de prendas de vestir,1904,1013,891,
2014,05 Coahuila de Zaragoza,017 Matamoros,31C  Subsectores agrupados por el principio de confidencialidad,278,214,64,
2014,05 Coahuila de Zaragoza,017 Matamoros,321 Industria de la madera,15,15,0,
2014,05 Coahuila de Zaragoza,017 Matamoros,323 Impresión e industrias conexas,15,9,6,
2014,05 Coahuila de Zaragoza,017 Matamoros,327 Fabricación de productos a base de minerales no metálicos,71,65,6,
2014,05 Coahuila de Zaragoza,017 Matamoros,331 Industrias metálicas básicas,368,331,37,
2014,05 Coahuila de Zaragoza,017 Matamoros,332 Fabricación de productos metálicos,133,125,8,
2014,05 Coahuila de Zaragoza,017 Matamoros,337 Fabricación de muebles colchones y persianas,346,199,147,
2014,05 Coahuila de Zaragoza,017 Matamoros,339 Otras industrias manufactureras,19,19,0,
2014,05 Coahuila de Zaragoza,018 Monclova,311 Industria alimentaria,1040,380,660,
2014,05 Coahuila de Zaragoza,018 Monclova,312 Industria de las bebidas y del tabaco,179,119,60,
2014,05 Coahuila de Zaragoza,018 Monclova,314 Fabricación de productos textiles excepto prendas de vestir,11,6,5,
2014,05 Coahuila de Zaragoza,018 Monclova,315 Fabricación de prendas de vestir,1046,313,733,
2014,05 Coahuila de Zaragoza,018 Monclova,31C  Subsectores agrupados por el principio de confidencialidad,399,371,28,
2014,05 Coahuila de Zaragoza,018 Monclova,321 Industria de la madera,67,62,5,
2014,05 Coahuila de Zaragoza,018 Monclova,322 Industria del papel,158,138,20,
2014,05 Coahuila de Zaragoza,018 Monclova,323 Impresión e industrias conexas,201,115,86,
2014,05 Coahuila de Zaragoza,018 Monclova,325 Industria química,40,28,12,
2014,05 Coahuila de Zaragoza,018 Monclova,326 Industria del plástico y del hule,93,85,8,
2014,05 Coahuila de Zaragoza,018 Monclova,327 Fabricación de productos a base de minerales no metálicos,477,441,36,
2014,05 Coahuila de Zaragoza,018 Monclova,331 Industrias metálicas básicas,8241,7434,807,
2014,05 Coahuila de Zaragoza,018 Monclova,332 Fabricación de productos metálicos,3063,2708,355,
2014,05 Coahuila de Zaragoza,018 Monclova,333 Fabricación de maquinaria y equipo,305,279,26,
2014,05 Coahuila de Zaragoza,018 Monclova,334 Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos,62,49,13,
2014,05 Coahuila de Zaragoza,018 Monclova,336 Fabricación de equipo de transporte,3858,1569,2289,
2014,05 Coahuila de Zaragoza,018 Monclova,337 Fabricación de muebles colchones y persianas,84,76,8,
2014,05 Coahuila de Zaragoza,018 Monclova,339 Otras industrias manufactureras,44,30,14,
2014,05 Coahuila de Zaragoza,019 Morelos,311 Industria alimentaria,133,84,49,
2014,05 Coahuila de Zaragoza,019 Morelos,31C  Subsectores agrupados por el principio de confidencialidad,97,48,49,
2014,05 Coahuila de Zaragoza,019 Morelos,332 Fabricación de productos metálicos,10,10,0,
2014,05 Coahuila de Zaragoza,019 Morelos,337 Fabricación de muebles colchones y persianas,4,3,1,
2014,05 Coahuila de Zaragoza,020 Múzquiz,311 Industria alimentaria,207,101,106,
2014,05 Coahuila de Zaragoza,020 Múzquiz,312 Industria de las bebidas y del tabaco,36,30,6,
2014,05 Coahuila de Zaragoza,020 Múzquiz,315 Fabricación de prendas de vestir,4,2,2,
2014,05 Coahuila de Zaragoza,020 Múzquiz,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,10,8,2,
2014,05 Coahuila de Zaragoza,020 Múzquiz,31C  Subsectores agrupados por el principio de confidencialidad,1902,952,950,
2014,05 Coahuila de Zaragoza,020 Múzquiz,321 Industria de la madera,9,8,1,
2014,05 Coahuila de Zaragoza,020 Múzquiz,322 Industria del papel,8,2,6,
2014,05 Coahuila de Zaragoza,020 Múzquiz,323 Impresión e industrias conexas,15,10,5,
2014,05 Coahuila de Zaragoza,020 Múzquiz,327 Fabricación de productos a base de minerales no metálicos,25,24,1,
2014,05 Coahuila de Zaragoza,020 Múzquiz,332 Fabricación de productos metálicos,57,54,3,
2014,05 Coahuila de Zaragoza,020 Múzquiz,337 Fabricación de muebles colchones y persianas,22,20,2,
