Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
21 Puebla,107 Olintla,81     Otros servicios excepto actividades gubernamentales ,3,2,1,
20 Oaxaca,107 San antonio de la cal,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,6,3,3,
20 Oaxaca,107 San antonio de la cal,23     Construcción ,40,39,1,
20 Oaxaca,107 San antonio de la cal,31  - 33 industrias manufactureras ,906,196,710,
20 Oaxaca,107 San antonio de la cal,43     Comercio al por mayor ,73,51,22,
20 Oaxaca,107 San antonio de la cal,46     Comercio al por menor ,812,310,502,
20 Oaxaca,107 San antonio de la cal,48  - 49 transportes correos y almacenamiento ,12,12,0,
20 Oaxaca,107 San antonio de la cal,51     Información en medios masivos ,4,0,4,
20 Oaxaca,107 San antonio de la cal,52     Servicios financieros y de seguros ,4,2,2,
20 Oaxaca,107 San antonio de la cal,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,40,24,16,
20 Oaxaca,107 San antonio de la cal,54     Servicios profesionales científicos y técnicos ,22,18,4,
20 Oaxaca,107 San antonio de la cal,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,84,40,44,
20 Oaxaca,107 San antonio de la cal,61     Servicios educativos ,10,1,9,
20 Oaxaca,107 San antonio de la cal,62     Servicios de salud y de asistencia social ,93,35,58,
20 Oaxaca,107 San antonio de la cal,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,54,46,8,
20 Oaxaca,107 San antonio de la cal,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,213,76,137,
20 Oaxaca,107 San antonio de la cal,81     Otros servicios excepto actividades gubernamentales ,271,212,59,
15 México,107 Tonatico,21     Minería ,10,10,0,
15 México,107 Tonatico,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,19,18,1,
15 México,107 Tonatico,31  - 33 industrias manufactureras ,122,74,48,
15 México,107 Tonatico,43     Comercio al por mayor ,34,21,13,
15 México,107 Tonatico,46     Comercio al por menor ,665,279,386,
15 México,107 Tonatico,51     Información en medios masivos ,2,1,1,
15 México,107 Tonatico,52     Servicios financieros y de seguros ,3,3,0,
15 México,107 Tonatico,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,9,4,5,
15 México,107 Tonatico,54     Servicios profesionales científicos y técnicos ,9,4,5,
15 México,107 Tonatico,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,18,10,8,
15 México,107 Tonatico,61     Servicios educativos ,2,1,1,
15 México,107 Tonatico,62     Servicios de salud y de asistencia social ,32,8,24,
15 México,107 Tonatico,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,11,7,4,
15 México,107 Tonatico,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,345,127,218,
15 México,107 Tonatico,81     Otros servicios excepto actividades gubernamentales ,83,60,23,
14 Jalisco,107 Tuxcueca,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,162,159,3,
14 Jalisco,107 Tuxcueca,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,16,11,5,
14 Jalisco,107 Tuxcueca,31  - 33 industrias manufactureras ,54,39,15,
14 Jalisco,107 Tuxcueca,43     Comercio al por mayor ,12,9,3,
14 Jalisco,107 Tuxcueca,46     Comercio al por menor ,192,72,120,
14 Jalisco,107 Tuxcueca,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,4,1,
14 Jalisco,107 Tuxcueca,54     Servicios profesionales científicos y técnicos ,1,1,0,
14 Jalisco,107 Tuxcueca,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,2,1,
14 Jalisco,107 Tuxcueca,62     Servicios de salud y de asistencia social ,4,3,1,
14 Jalisco,107 Tuxcueca,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,14,6,8,
14 Jalisco,107 Tuxcueca,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,104,36,68,
14 Jalisco,107 Tuxcueca,81     Otros servicios excepto actividades gubernamentales ,41,30,11,
07 Chiapas,107 Villa corzo,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,715,714,1,
07 Chiapas,107 Villa corzo,21     Minería ,18,18,0,
07 Chiapas,107 Villa corzo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,25,22,3,
07 Chiapas,107 Villa corzo,31  - 33 industrias manufactureras ,742,504,238,
07 Chiapas,107 Villa corzo,43     Comercio al por mayor ,168,123,45,
07 Chiapas,107 Villa corzo,46     Comercio al por menor ,2003,716,1287,
07 Chiapas,107 Villa corzo,48  - 49 transportes correos y almacenamiento ,2,1,1,
07 Chiapas,107 Villa corzo,51     Información en medios masivos ,5,3,2,
07 Chiapas,107 Villa corzo,52     Servicios financieros y de seguros ,1,0,1,
07 Chiapas,107 Villa corzo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,35,23,12,
07 Chiapas,107 Villa corzo,54     Servicios profesionales científicos y técnicos ,42,29,13,
07 Chiapas,107 Villa corzo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,63,28,35,
07 Chiapas,107 Villa corzo,61     Servicios educativos ,25,14,11,
07 Chiapas,107 Villa corzo,62     Servicios de salud y de asistencia social ,223,174,49,
07 Chiapas,107 Villa corzo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,76,70,6,
07 Chiapas,107 Villa corzo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,414,101,313,
07 Chiapas,107 Villa corzo,81     Otros servicios excepto actividades gubernamentales ,305,233,72,
16 Michoacán de ocampo,107 Zacapu,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,22,21,1,
16 Michoacán de ocampo,107 Zacapu,21     Minería ,13,12,1,
16 Michoacán de ocampo,107 Zacapu,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,52,42,10,
16 Michoacán de ocampo,107 Zacapu,23     Construcción ,321,264,57,
16 Michoacán de ocampo,107 Zacapu,31  - 33 industrias manufactureras ,3963,3193,770,
16 Michoacán de ocampo,107 Zacapu,43     Comercio al por mayor ,621,466,155,
16 Michoacán de ocampo,107 Zacapu,46     Comercio al por menor ,3809,1694,2115,
16 Michoacán de ocampo,107 Zacapu,48  - 49 transportes correos y almacenamiento ,557,546,11,
16 Michoacán de ocampo,107 Zacapu,51     Información en medios masivos ,74,30,44,
16 Michoacán de ocampo,107 Zacapu,52     Servicios financieros y de seguros ,37,12,25,
16 Michoacán de ocampo,107 Zacapu,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,71,46,25,
16 Michoacán de ocampo,107 Zacapu,54     Servicios profesionales científicos y técnicos ,268,125,143,
16 Michoacán de ocampo,107 Zacapu,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,127,62,65,
16 Michoacán de ocampo,107 Zacapu,61     Servicios educativos ,423,166,257,
16 Michoacán de ocampo,107 Zacapu,62     Servicios de salud y de asistencia social ,454,213,241,
16 Michoacán de ocampo,107 Zacapu,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,150,115,35,
16 Michoacán de ocampo,107 Zacapu,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,763,321,442,
16 Michoacán de ocampo,107 Zacapu,81     Otros servicios excepto actividades gubernamentales ,958,708,250,
30 Veracruz de ignacio de la llave,108 Minatitlán,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,1340,1178,162,
30 Veracruz de ignacio de la llave,108 Minatitlán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,251,200,51,
30 Veracruz de ignacio de la llave,108 Minatitlán,23     Construcción ,523,474,49,
30 Veracruz de ignacio de la llave,108 Minatitlán,31  - 33 industrias manufactureras ,7861,6148,1713,
30 Veracruz de ignacio de la llave,108 Minatitlán,43     Comercio al por mayor ,1833,1436,397,
30 Veracruz de ignacio de la llave,108 Minatitlán,46     Comercio al por menor ,8882,4103,4779,
30 Veracruz de ignacio de la llave,108 Minatitlán,48  - 49 transportes correos y almacenamiento ,1207,960,247,
30 Veracruz de ignacio de la llave,108 Minatitlán,51     Información en medios masivos ,178,97,81,
30 Veracruz de ignacio de la llave,108 Minatitlán,52     Servicios financieros y de seguros ,204,86,118,
30 Veracruz de ignacio de la llave,108 Minatitlán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,367,209,158,
30 Veracruz de ignacio de la llave,108 Minatitlán,54     Servicios profesionales científicos y técnicos ,360,193,167,
30 Veracruz de ignacio de la llave,108 Minatitlán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,931,629,302,
30 Veracruz de ignacio de la llave,108 Minatitlán,61     Servicios educativos ,1408,522,886,
30 Veracruz de ignacio de la llave,108 Minatitlán,62     Servicios de salud y de asistencia social ,906,396,510,
30 Veracruz de ignacio de la llave,108 Minatitlán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,243,152,91,
30 Veracruz de ignacio de la llave,108 Minatitlán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,3480,1294,2186,
30 Veracruz de ignacio de la llave,108 Minatitlán,81     Otros servicios excepto actividades gubernamentales ,3071,2369,702,
21 Puebla,108 Oriental,21     Minería ,21,21,0,
21 Puebla,108 Oriental,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,2,1,
21 Puebla,108 Oriental,31  - 33 industrias manufactureras ,270,143,127,
21 Puebla,108 Oriental,43     Comercio al por mayor ,208,158,50,
21 Puebla,108 Oriental,46     Comercio al por menor ,494,191,303,
21 Puebla,108 Oriental,51     Información en medios masivos ,2,1,1,
21 Puebla,108 Oriental,52     Servicios financieros y de seguros ,2,0,2,
21 Puebla,108 Oriental,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,28,17,11,
21 Puebla,108 Oriental,54     Servicios profesionales científicos y técnicos ,3,3,0,
21 Puebla,108 Oriental,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,21,11,10,
21 Puebla,108 Oriental,61     Servicios educativos ,3,2,1,
21 Puebla,108 Oriental,62     Servicios de salud y de asistencia social ,30,18,12,
21 Puebla,108 Oriental,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,7,4,3,
21 Puebla,108 Oriental,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,112,44,68,
21 Puebla,108 Oriental,81     Otros servicios excepto actividades gubernamentales ,103,72,31,
20 Oaxaca,108 San antonio huitepec,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1,1,0,
20 Oaxaca,108 San antonio huitepec,31  - 33 industrias manufactureras ,11,1,10,
20 Oaxaca,108 San antonio huitepec,46     Comercio al por menor ,103,51,52,
20 Oaxaca,108 San antonio huitepec,52     Servicios financieros y de seguros ,3,3,0,
20 Oaxaca,108 San antonio huitepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,1,2,
20 Oaxaca,108 San antonio huitepec,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,1,1,0,
20 Oaxaca,108 San antonio huitepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,5,0,5,
15 México,108 Tultepec,23     Construcción ,23,21,2,
15 México,108 Tultepec,31  - 33 industrias manufactureras ,2212,1832,380,
15 México,108 Tultepec,43     Comercio al por mayor ,380,273,107,
15 México,108 Tultepec,46     Comercio al por menor ,3378,1568,1810,
15 México,108 Tultepec,48  - 49 transportes correos y almacenamiento ,427,427,0,
15 México,108 Tultepec,51     Información en medios masivos ,27,16,11,
15 México,108 Tultepec,52     Servicios financieros y de seguros ,20,8,12,
15 México,108 Tultepec,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,91,58,33,
15 México,108 Tultepec,54     Servicios profesionales científicos y técnicos ,74,46,28,
15 México,108 Tultepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,181,109,72,
15 México,108 Tultepec,61     Servicios educativos ,355,95,260,
15 México,108 Tultepec,62     Servicios de salud y de asistencia social ,291,126,165,
15 México,108 Tultepec,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,107,70,37,
15 México,108 Tultepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,582,255,327,
15 México,108 Tultepec,81     Otros servicios excepto actividades gubernamentales ,904,612,292,
14 Jalisco,108 Tuxpan,21     Minería ,36,34,2,
14 Jalisco,108 Tuxpan,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,21,21,0,
14 Jalisco,108 Tuxpan,23     Construcción ,24,22,2,
14 Jalisco,108 Tuxpan,31  - 33 industrias manufactureras ,1248,894,354,
14 Jalisco,108 Tuxpan,43     Comercio al por mayor ,123,82,41,
14 Jalisco,108 Tuxpan,46     Comercio al por menor ,1854,674,1180,
14 Jalisco,108 Tuxpan,48  - 49 transportes correos y almacenamiento ,6,4,2,
14 Jalisco,108 Tuxpan,51     Información en medios masivos ,6,4,2,
14 Jalisco,108 Tuxpan,52     Servicios financieros y de seguros ,29,9,20,
14 Jalisco,108 Tuxpan,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,64,36,28,
14 Jalisco,108 Tuxpan,54     Servicios profesionales científicos y técnicos ,150,81,69,
14 Jalisco,108 Tuxpan,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,100,42,58,
14 Jalisco,108 Tuxpan,61     Servicios educativos ,130,78,52,
14 Jalisco,108 Tuxpan,62     Servicios de salud y de asistencia social ,117,54,63,
14 Jalisco,108 Tuxpan,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,78,65,13,
14 Jalisco,108 Tuxpan,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,343,120,223,
14 Jalisco,108 Tuxpan,81     Otros servicios excepto actividades gubernamentales ,470,326,144,
07 Chiapas,108 Villaflores,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,31,25,6,
07 Chiapas,108 Villaflores,23     Construcción ,105,93,12,
07 Chiapas,108 Villaflores,31  - 33 industrias manufactureras ,1894,1254,640,
07 Chiapas,108 Villaflores,43     Comercio al por mayor ,545,454,91,
07 Chiapas,108 Villaflores,46     Comercio al por menor ,3881,1524,2357,
07 Chiapas,108 Villaflores,48  - 49 transportes correos y almacenamiento ,105,103,2,
07 Chiapas,108 Villaflores,51     Información en medios masivos ,38,24,14,
07 Chiapas,108 Villaflores,52     Servicios financieros y de seguros ,184,101,83,
07 Chiapas,108 Villaflores,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,87,50,37,
07 Chiapas,108 Villaflores,54     Servicios profesionales científicos y técnicos ,237,148,89,
07 Chiapas,108 Villaflores,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,238,138,100,
07 Chiapas,108 Villaflores,61     Servicios educativos ,255,129,126,
07 Chiapas,108 Villaflores,62     Servicios de salud y de asistencia social ,366,232,134,
07 Chiapas,108 Villaflores,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,94,77,17,
07 Chiapas,108 Villaflores,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,943,295,648,
07 Chiapas,108 Villaflores,81     Otros servicios excepto actividades gubernamentales ,875,685,190,
16 Michoacán de ocampo,108 Zamora,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,43,24,19,
16 Michoacán de ocampo,108 Zamora,21     Minería ,27,26,1,
16 Michoacán de ocampo,108 Zamora,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,140,128,12,
16 Michoacán de ocampo,108 Zamora,23     Construcción ,607,529,78,
16 Michoacán de ocampo,108 Zamora,31  - 33 industrias manufactureras ,6310,3483,2827,
16 Michoacán de ocampo,108 Zamora,43     Comercio al por mayor ,2696,2083,613,
16 Michoacán de ocampo,108 Zamora,46     Comercio al por menor ,11526,5683,5843,
16 Michoacán de ocampo,108 Zamora,48  - 49 transportes correos y almacenamiento ,1152,1023,129,
16 Michoacán de ocampo,108 Zamora,51     Información en medios masivos ,294,203,91,
16 Michoacán de ocampo,108 Zamora,52     Servicios financieros y de seguros ,276,141,135,
16 Michoacán de ocampo,108 Zamora,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,285,194,91,
16 Michoacán de ocampo,108 Zamora,54     Servicios profesionales científicos y técnicos ,986,543,443,
16 Michoacán de ocampo,108 Zamora,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,728,424,304,
16 Michoacán de ocampo,108 Zamora,61     Servicios educativos ,1854,698,1156,
16 Michoacán de ocampo,108 Zamora,62     Servicios de salud y de asistencia social ,1853,748,1105,
16 Michoacán de ocampo,108 Zamora,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,387,242,145,
16 Michoacán de ocampo,108 Zamora,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,2389,1001,1388,
16 Michoacán de ocampo,108 Zamora,81     Otros servicios excepto actividades gubernamentales ,2387,1725,662,
30 Veracruz de ignacio de la llave,109 Misantla,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,61,60,1,
30 Veracruz de ignacio de la llave,109 Misantla,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,15,11,4,
30 Veracruz de ignacio de la llave,109 Misantla,31  - 33 industrias manufactureras ,818,635,183,
30 Veracruz de ignacio de la llave,109 Misantla,43     Comercio al por mayor ,316,219,97,
30 Veracruz de ignacio de la llave,109 Misantla,46     Comercio al por menor ,2014,904,1110,
30 Veracruz de ignacio de la llave,109 Misantla,48  - 49 transportes correos y almacenamiento ,32,25,7,
30 Veracruz de ignacio de la llave,109 Misantla,51     Información en medios masivos ,25,19,6,
30 Veracruz de ignacio de la llave,109 Misantla,52     Servicios financieros y de seguros ,16,6,10,
30 Veracruz de ignacio de la llave,109 Misantla,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,26,16,10,
30 Veracruz de ignacio de la llave,109 Misantla,54     Servicios profesionales científicos y técnicos ,114,73,41,
30 Veracruz de ignacio de la llave,109 Misantla,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,89,45,44,
30 Veracruz de ignacio de la llave,109 Misantla,61     Servicios educativos ,98,49,49,
30 Veracruz de ignacio de la llave,109 Misantla,62     Servicios de salud y de asistencia social ,229,186,43,
30 Veracruz de ignacio de la llave,109 Misantla,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,33,22,11,
30 Veracruz de ignacio de la llave,109 Misantla,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,734,220,514,
30 Veracruz de ignacio de la llave,109 Misantla,81     Otros servicios excepto actividades gubernamentales ,445,342,103,
21 Puebla,109 Pahuatlán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1,1,0,
21 Puebla,109 Pahuatlán,31  - 33 industrias manufactureras ,1098,423,675,
21 Puebla,109 Pahuatlán,43     Comercio al por mayor ,30,24,6,
21 Puebla,109 Pahuatlán,46     Comercio al por menor ,343,167,176,
21 Puebla,109 Pahuatlán,48  - 49 transportes correos y almacenamiento ,119,51,68,
21 Puebla,109 Pahuatlán,52     Servicios financieros y de seguros ,5,3,2,
21 Puebla,109 Pahuatlán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,1,0,1,
21 Puebla,109 Pahuatlán,54     Servicios profesionales científicos y técnicos ,3,3,0,
21 Puebla,109 Pahuatlán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,14,8,6,
21 Puebla,109 Pahuatlán,61     Servicios educativos ,4,1,3,
21 Puebla,109 Pahuatlán,62     Servicios de salud y de asistencia social ,11,6,5,
21 Puebla,109 Pahuatlán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,17,12,5,
21 Puebla,109 Pahuatlán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,66,21,45,
21 Puebla,109 Pahuatlán,81     Otros servicios excepto actividades gubernamentales ,24,19,5,
20 Oaxaca,109 San antonio nanahuatípam,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,2,2,0,
20 Oaxaca,109 San antonio nanahuatípam,31  - 33 industrias manufactureras ,4,3,1,
20 Oaxaca,109 San antonio nanahuatípam,46     Comercio al por menor ,27,5,22,
20 Oaxaca,109 San antonio nanahuatípam,62     Servicios de salud y de asistencia social ,3,3,0,
20 Oaxaca,109 San antonio nanahuatípam,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,12,8,4,
20 Oaxaca,109 San antonio nanahuatípam,81     Otros servicios excepto actividades gubernamentales ,1,1,0,
15 México,109 Tultitlán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,674,623,51,
15 México,109 Tultitlán,23     Construcción ,619,546,73,
15 México,109 Tultitlán,31  - 33 industrias manufactureras ,27895,20136,7759,
15 México,109 Tultitlán,43     Comercio al por mayor ,4898,3514,1384,
15 México,109 Tultitlán,46     Comercio al por menor ,16767,8382,8385,
15 México,109 Tultitlán,48  - 49 transportes correos y almacenamiento ,3532,3195,337,
15 México,109 Tultitlán,51     Información en medios masivos ,135,64,71,
15 México,109 Tultitlán,52     Servicios financieros y de seguros ,141,82,59,
15 México,109 Tultitlán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,789,518,271,
15 México,109 Tultitlán,54     Servicios profesionales científicos y técnicos ,555,363,192,
15 México,109 Tultitlán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,4137,2933,1204,
15 México,109 Tultitlán,61     Servicios educativos ,1235,317,918,
15 México,109 Tultitlán,62     Servicios de salud y de asistencia social ,1108,507,601,
15 México,109 Tultitlán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,405,243,162,
15 México,109 Tultitlán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,3072,1311,1761,
15 México,109 Tultitlán,81     Otros servicios excepto actividades gubernamentales ,4208,2941,1267,
14 Jalisco,109 Unión de san antonio,31  - 33 industrias manufactureras ,595,381,214,
14 Jalisco,109 Unión de san antonio,43     Comercio al por mayor ,60,41,19,
14 Jalisco,109 Unión de san antonio,46     Comercio al por menor ,478,187,291,
14 Jalisco,109 Unión de san antonio,51     Información en medios masivos ,2,1,1,
14 Jalisco,109 Unión de san antonio,52     Servicios financieros y de seguros ,8,1,7,
14 Jalisco,109 Unión de san antonio,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,3,2,
14 Jalisco,109 Unión de san antonio,54     Servicios profesionales científicos y técnicos ,4,2,2,
14 Jalisco,109 Unión de san antonio,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,9,3,6,
14 Jalisco,109 Unión de san antonio,61     Servicios educativos ,37,6,31,
14 Jalisco,109 Unión de san antonio,62     Servicios de salud y de asistencia social ,20,10,10,
14 Jalisco,109 Unión de san antonio,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,14,10,4,
14 Jalisco,109 Unión de san antonio,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,94,40,54,
14 Jalisco,109 Unión de san antonio,81     Otros servicios excepto actividades gubernamentales ,55,43,12,
07 Chiapas,109 Yajalón,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,5,3,
07 Chiapas,109 Yajalón,23     Construcción ,228,215,13,
07 Chiapas,109 Yajalón,31  - 33 industrias manufactureras ,301,232,69,
07 Chiapas,109 Yajalón,43     Comercio al por mayor ,126,103,23,
07 Chiapas,109 Yajalón,46     Comercio al por menor ,1370,700,670,
07 Chiapas,109 Yajalón,48  - 49 transportes correos y almacenamiento ,21,21,0,
07 Chiapas,109 Yajalón,51     Información en medios masivos ,9,6,3,
07 Chiapas,109 Yajalón,52     Servicios financieros y de seguros ,28,16,12,
07 Chiapas,109 Yajalón,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,27,16,11,
07 Chiapas,109 Yajalón,54     Servicios profesionales científicos y técnicos ,101,71,30,
07 Chiapas,109 Yajalón,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,47,17,30,
07 Chiapas,109 Yajalón,61     Servicios educativos ,19,12,7,
07 Chiapas,109 Yajalón,62     Servicios de salud y de asistencia social ,140,100,40,
07 Chiapas,109 Yajalón,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,30,26,4,
07 Chiapas,109 Yajalón,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,362,145,217,
07 Chiapas,109 Yajalón,81     Otros servicios excepto actividades gubernamentales ,357,289,68,
16 Michoacán de ocampo,109 Zináparo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,4,3,1,
16 Michoacán de ocampo,109 Zináparo,31  - 33 industrias manufactureras ,124,61,63,
16 Michoacán de ocampo,109 Zináparo,43     Comercio al por mayor ,8,5,3,
16 Michoacán de ocampo,109 Zináparo,46     Comercio al por menor ,127,41,86,
16 Michoacán de ocampo,109 Zináparo,52     Servicios financieros y de seguros ,4,2,2,
16 Michoacán de ocampo,109 Zináparo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,1,1,0,
16 Michoacán de ocampo,109 Zináparo,54     Servicios profesionales científicos y técnicos ,3,2,1,
16 Michoacán de ocampo,109 Zináparo,62     Servicios de salud y de asistencia social ,8,5,3,
16 Michoacán de ocampo,109 Zináparo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,2,0,
16 Michoacán de ocampo,109 Zináparo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,28,9,19,
16 Michoacán de ocampo,109 Zináparo,81     Otros servicios excepto actividades gubernamentales ,27,20,7,
30 Veracruz de ignacio de la llave,110 Mixtla de altamirano,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1,1,0,
30 Veracruz de ignacio de la llave,110 Mixtla de altamirano,31  - 33 industrias manufactureras ,6,1,5,
30 Veracruz de ignacio de la llave,110 Mixtla de altamirano,46     Comercio al por menor ,103,49,54,
30 Veracruz de ignacio de la llave,110 Mixtla de altamirano,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,4,0,4,
21 Puebla,110 Palmar de bravo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,14,11,3,
21 Puebla,110 Palmar de bravo,23     Construcción ,172,170,2,
21 Puebla,110 Palmar de bravo,31  - 33 industrias manufactureras ,744,453,291,
21 Puebla,110 Palmar de bravo,43     Comercio al por mayor ,63,39,24,
21 Puebla,110 Palmar de bravo,46     Comercio al por menor ,1253,425,828,
21 Puebla,110 Palmar de bravo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,2,0,
