Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
28 Tamaulipas,032 Reynosa,48  - 49 transportes correos y almacenamiento ,2791,2246,545,
28 Tamaulipas,032 Reynosa,51     Información en medios masivos ,1482,947,535,
28 Tamaulipas,032 Reynosa,52     Servicios financieros y de seguros ,573,286,287,
28 Tamaulipas,032 Reynosa,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2379,1522,857,
28 Tamaulipas,032 Reynosa,54     Servicios profesionales científicos y técnicos ,3437,2218,1219,
28 Tamaulipas,032 Reynosa,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,8420,5377,3043,
28 Tamaulipas,032 Reynosa,61     Servicios educativos ,3135,1161,1974,
28 Tamaulipas,032 Reynosa,62     Servicios de salud y de asistencia social ,3117,1092,2025,
28 Tamaulipas,032 Reynosa,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,410,242,168,
28 Tamaulipas,032 Reynosa,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,8989,4977,4012,
28 Tamaulipas,032 Reynosa,81     Otros servicios excepto actividades gubernamentales ,8099,5902,2197,
11 Guanajuato,032 San josé iturbide,21     Minería ,150,133,17,
11 Guanajuato,032 San josé iturbide,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,37,29,8,
11 Guanajuato,032 San josé iturbide,23     Construcción ,107,100,7,
11 Guanajuato,032 San josé iturbide,31  - 33 industrias manufactureras ,6517,4137,2380,
11 Guanajuato,032 San josé iturbide,43     Comercio al por mayor ,267,199,68,
11 Guanajuato,032 San josé iturbide,46     Comercio al por menor ,3199,1330,1869,
11 Guanajuato,032 San josé iturbide,48  - 49 transportes correos y almacenamiento ,17,14,3,
11 Guanajuato,032 San josé iturbide,51     Información en medios masivos ,29,14,15,
11 Guanajuato,032 San josé iturbide,52     Servicios financieros y de seguros ,103,45,58,
11 Guanajuato,032 San josé iturbide,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,92,55,37,
11 Guanajuato,032 San josé iturbide,54     Servicios profesionales científicos y técnicos ,158,74,84,
11 Guanajuato,032 San josé iturbide,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,86,37,49,
11 Guanajuato,032 San josé iturbide,61     Servicios educativos ,229,84,145,
11 Guanajuato,032 San josé iturbide,62     Servicios de salud y de asistencia social ,258,104,154,
11 Guanajuato,032 San josé iturbide,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,52,39,13,
11 Guanajuato,032 San josé iturbide,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,933,353,580,
11 Guanajuato,032 San josé iturbide,81     Otros servicios excepto actividades gubernamentales ,596,438,158,
05 Coahuila de zaragoza,032 San juan de sabinas,21     Minería ,587,572,15,
05 Coahuila de zaragoza,032 San juan de sabinas,23     Construcción ,67,64,3,
05 Coahuila de zaragoza,032 San juan de sabinas,31  - 33 industrias manufactureras ,1079,739,340,
05 Coahuila de zaragoza,032 San juan de sabinas,43     Comercio al por mayor ,144,109,35,
05 Coahuila de zaragoza,032 San juan de sabinas,46     Comercio al por menor ,2492,1356,1136,
05 Coahuila de zaragoza,032 San juan de sabinas,48  - 49 transportes correos y almacenamiento ,144,137,7,
05 Coahuila de zaragoza,032 San juan de sabinas,51     Información en medios masivos ,42,32,10,
05 Coahuila de zaragoza,032 San juan de sabinas,52     Servicios financieros y de seguros ,38,26,12,
05 Coahuila de zaragoza,032 San juan de sabinas,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,106,55,51,
05 Coahuila de zaragoza,032 San juan de sabinas,54     Servicios profesionales científicos y técnicos ,150,101,49,
05 Coahuila de zaragoza,032 San juan de sabinas,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,43,26,17,
05 Coahuila de zaragoza,032 San juan de sabinas,61     Servicios educativos ,110,46,64,
05 Coahuila de zaragoza,032 San juan de sabinas,62     Servicios de salud y de asistencia social ,213,98,115,
05 Coahuila de zaragoza,032 San juan de sabinas,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,73,60,13,
05 Coahuila de zaragoza,032 San juan de sabinas,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,526,348,178,
05 Coahuila de zaragoza,032 San juan de sabinas,81     Otros servicios excepto actividades gubernamentales ,538,378,160,
24 San luis potosí,032 Santa maría del río,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,3,2,1,
24 San luis potosí,032 Santa maría del río,21     Minería ,46,44,2,
24 San luis potosí,032 Santa maría del río,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,16,15,1,
24 San luis potosí,032 Santa maría del río,31  - 33 industrias manufactureras ,361,216,145,
24 San luis potosí,032 Santa maría del río,43     Comercio al por mayor ,151,143,8,
24 San luis potosí,032 Santa maría del río,46     Comercio al por menor ,1163,528,635,
24 San luis potosí,032 Santa maría del río,48  - 49 transportes correos y almacenamiento ,17,16,1,
24 San luis potosí,032 Santa maría del río,51     Información en medios masivos ,6,2,4,
24 San luis potosí,032 Santa maría del río,52     Servicios financieros y de seguros ,5,1,4,
24 San luis potosí,032 Santa maría del río,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,12,9,3,
24 San luis potosí,032 Santa maría del río,54     Servicios profesionales científicos y técnicos ,20,13,7,
24 San luis potosí,032 Santa maría del río,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,25,12,13,
24 San luis potosí,032 Santa maría del río,61     Servicios educativos ,97,49,48,
24 San luis potosí,032 Santa maría del río,62     Servicios de salud y de asistencia social ,60,27,33,
24 San luis potosí,032 Santa maría del río,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,26,21,5,
24 San luis potosí,032 Santa maría del río,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,419,132,287,
24 San luis potosí,032 Santa maría del río,81     Otros servicios excepto actividades gubernamentales ,222,158,64,
10 Durango,032 Santiago papasquiaro,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,11,10,1,
10 Durango,032 Santiago papasquiaro,21     Minería ,700,660,40,
10 Durango,032 Santiago papasquiaro,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,24,19,5,
10 Durango,032 Santiago papasquiaro,23     Construcción ,138,129,9,
10 Durango,032 Santiago papasquiaro,31  - 33 industrias manufactureras ,1420,1081,339,
10 Durango,032 Santiago papasquiaro,43     Comercio al por mayor ,348,293,55,
10 Durango,032 Santiago papasquiaro,46     Comercio al por menor ,1800,741,1059,
10 Durango,032 Santiago papasquiaro,48  - 49 transportes correos y almacenamiento ,11,10,1,
10 Durango,032 Santiago papasquiaro,51     Información en medios masivos ,14,7,7,
10 Durango,032 Santiago papasquiaro,52     Servicios financieros y de seguros ,26,11,15,
10 Durango,032 Santiago papasquiaro,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,23,15,8,
10 Durango,032 Santiago papasquiaro,54     Servicios profesionales científicos y técnicos ,133,83,50,
10 Durango,032 Santiago papasquiaro,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,71,23,48,
10 Durango,032 Santiago papasquiaro,61     Servicios educativos ,81,21,60,
10 Durango,032 Santiago papasquiaro,62     Servicios de salud y de asistencia social ,218,145,73,
10 Durango,032 Santiago papasquiaro,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,48,34,14,
10 Durango,032 Santiago papasquiaro,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,578,197,381,
10 Durango,032 Santiago papasquiaro,81     Otros servicios excepto actividades gubernamentales ,613,462,151,
29 Tlaxcala,032 Tetlatlahuca,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,3,3,0,
29 Tlaxcala,032 Tetlatlahuca,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,5,5,0,
29 Tlaxcala,032 Tetlatlahuca,31  - 33 industrias manufactureras ,187,140,47,
29 Tlaxcala,032 Tetlatlahuca,43     Comercio al por mayor ,51,38,13,
29 Tlaxcala,032 Tetlatlahuca,46     Comercio al por menor ,297,117,180,
29 Tlaxcala,032 Tetlatlahuca,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,4,1,
29 Tlaxcala,032 Tetlatlahuca,54     Servicios profesionales científicos y técnicos ,2,1,1,
29 Tlaxcala,032 Tetlatlahuca,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,5,3,2,
29 Tlaxcala,032 Tetlatlahuca,62     Servicios de salud y de asistencia social ,10,3,7,
29 Tlaxcala,032 Tetlatlahuca,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,3,2,1,
29 Tlaxcala,032 Tetlatlahuca,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,36,15,21,
29 Tlaxcala,032 Tetlatlahuca,81     Otros servicios excepto actividades gubernamentales ,40,30,10,
17 Morelos,032 Zacualpan,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,15,9,6,
17 Morelos,032 Zacualpan,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,4,4,0,
17 Morelos,032 Zacualpan,31  - 33 industrias manufactureras ,177,121,56,
17 Morelos,032 Zacualpan,43     Comercio al por mayor ,36,26,10,
17 Morelos,032 Zacualpan,46     Comercio al por menor ,376,162,214,
17 Morelos,032 Zacualpan,48  - 49 transportes correos y almacenamiento ,3,3,0,
17 Morelos,032 Zacualpan,51     Información en medios masivos ,5,2,3,
17 Morelos,032 Zacualpan,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,31,20,11,
17 Morelos,032 Zacualpan,54     Servicios profesionales científicos y técnicos ,5,3,2,
17 Morelos,032 Zacualpan,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,36,25,11,
17 Morelos,032 Zacualpan,62     Servicios de salud y de asistencia social ,213,112,101,
17 Morelos,032 Zacualpan,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,1,1,
17 Morelos,032 Zacualpan,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,148,89,59,
17 Morelos,032 Zacualpan,81     Otros servicios excepto actividades gubernamentales ,55,38,17,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,38,36,2,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,14,11,3,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,31  - 33 industrias manufactureras ,74,55,19,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,43     Comercio al por mayor ,32,24,8,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,46     Comercio al por menor ,329,151,178,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,48  - 49 transportes correos y almacenamiento ,16,15,1,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,52     Servicios financieros y de seguros ,13,11,2,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,4,1,3,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,54     Servicios profesionales científicos y técnicos ,1,1,0,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,15,7,8,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,61     Servicios educativos ,7,3,4,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,62     Servicios de salud y de asistencia social ,8,5,3,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,5,3,2,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,84,30,54,
30 Veracruz de ignacio de la llave,033 Cazones de herrera,81     Otros servicios excepto actividades gubernamentales ,53,40,13,
21 Puebla,033 Cohuecan,31  - 33 industrias manufactureras ,743,380,363,
21 Puebla,033 Cohuecan,46     Comercio al por menor ,78,31,47,
21 Puebla,033 Cohuecan,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,3,3,0,
21 Puebla,033 Cohuecan,54     Servicios profesionales científicos y técnicos ,4,2,2,
21 Puebla,033 Cohuecan,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,0,3,
21 Puebla,033 Cohuecan,62     Servicios de salud y de asistencia social ,2,2,0,
21 Puebla,033 Cohuecan,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,1,1,0,
21 Puebla,033 Cohuecan,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,5,1,4,
21 Puebla,033 Cohuecan,81     Otros servicios excepto actividades gubernamentales ,6,1,5,
14 Jalisco,033 Degollado,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,39,39,0,
14 Jalisco,033 Degollado,21     Minería ,12,12,0,
14 Jalisco,033 Degollado,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,36,26,10,
14 Jalisco,033 Degollado,31  - 33 industrias manufactureras ,894,701,193,
14 Jalisco,033 Degollado,43     Comercio al por mayor ,106,66,40,
14 Jalisco,033 Degollado,46     Comercio al por menor ,796,300,496,
14 Jalisco,033 Degollado,51     Información en medios masivos ,4,2,2,
14 Jalisco,033 Degollado,52     Servicios financieros y de seguros ,5,2,3,
14 Jalisco,033 Degollado,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,1,1,
14 Jalisco,033 Degollado,54     Servicios profesionales científicos y técnicos ,40,16,24,
14 Jalisco,033 Degollado,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,33,14,19,
